,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251
0,-0.0,-0.025918396509100185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023091759765801495,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.00620797688855362,0.006215403023812109,0.006209949675624085,-0.0,-0.010941831018640035,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.014388743849420462,-0.0,-0.0,-0.0,-0.023066522643145414,-0.0,-0.0,-0.0,-0.0,-0.0,-0.007870277445695118,-0.0,0.0,-0.0,-0.02306629186352945,-0.0,-0.0,-0.0,-0.018167050420552444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.041160130326424564,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.012870645901300848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012870599852621581,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.055401300198869456,0.0,0.0,0.0,0.0,0.0,0.005308491110762004,0.0,0.0,0.0,0.05540283024725562,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.029045713023927222,0.028959976901172864,0.02882541925643448,-0.001727987497040066,-0.0,0.0,0.0,0.010849612215074522,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.014700813493979436,0.0,0.0,0.0,0.006543462857766916,0.028601890039464898,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.01464875953208951,0.0,0.0,0.0,0.006547550901007055,0.028778215292694698,0.0,0.0,0.0,0.0,-0.0,0.0,0.01490741742609522,0.0,0.0,0.0,0.006716142183475728,0.02900709291278476,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.016916357949167647,0.0,0.0,0.0,-0.001713260376681701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.007743345927650166,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010921945679664292,0.09228558512501878,0.0922869610980429,0.0922863771326811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.016573159392861123,-0.01654106934786762,-0.016517976781877837,-0.0,-0.01652755080687269,-0.016560185950105617,-0.0,-0.016582914082736485,-0.0,0.0
