,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,-0.009704081518387577,-0.13815470048946477,0.07070936865855879,-0.0,0.20453766176215646,-0.03204192649944721,-0.005630826890705355,0.05739454811978228,0.06368328412047006,0.04849028786564547,-0.08158282335823414,-0.012103977559596166,0.05436489942201088,0.0,0.2870672204987479,-0.07384004730925063,-0.005863696425431053,0.01259965690662097,0.013720759070282057,0.00960965686542382,-0.032175643038252766
1,-0.01199740071215686,-0.12340909081316868,0.06149618574532227,0.0,0.16799637989109603,-0.0,0.0,0.05384090923528696,0.05484811657368478,0.05466970295758884,-0.07931408292036078,-0.0,0.041727031672999224,0.0,0.21316310646507547,-0.0,0.0,0.00872065292772769,0.009024420967722682,0.008884166756546935,-0.02365802919492836
2,-0.01186017999222967,-0.11146803327489495,0.05275649707696634,0.0,0.1579066074162335,0.0,0.0,0.05048897813201855,0.05085442050445923,0.05096133938701018,-0.07496466122907557,-0.0,0.03544976608071411,0.0,0.19709897121175768,0.0,0.0,0.004724209481877768,0.004805623235717037,0.004794472437515897,-0.011069956650631365
3,-0.011351387249029947,-0.09988982223869218,0.04452367856095426,0.0,0.14789975706349845,0.0,0.0,0.046915147649906064,0.047089073063832025,0.047215388264752495,-0.0705134864919219,-0.0,0.029205163018772264,0.0,0.1813556828943352,0.0,0.0,0.0006951399879112633,0.0007020690563084044,0.0007037413787656558,-0.0
4,-0.010825059723295349,-0.08865752235322615,0.0373940521599381,0.0,0.13599242163934738,0.0,0.0,0.043276595387176604,0.043352115324112137,0.04346179647806688,-0.06514113147172927,-0.0,0.021667215765992776,0.0,0.16371972935379628,0.0,0.0,0.0,0.0,0.0,-0.0
5,-0.009993348781393241,-0.07778359531325965,0.030328070991889736,0.0,0.12422451704445049,0.0,0.0,0.03960380833408016,0.0396508484353385,0.039742998141429495,-0.05965245530096446,-0.0,0.014051911437243644,0.0,0.14671313736757852,0.0,0.0,0.0,0.0,0.0,-0.0
6,-0.008858517333123523,-0.06721972301406237,0.023367174488501438,0.0,0.11277652168668001,0.0,0.0,0.03592876740987804,0.03594705691124705,0.0360181874654815,-0.05415411156754315,-0.0,0.006637452130733787,0.0,0.130346614031518,0.0,0.0,0.0,0.0,0.0,-0.0
7,-0.007411229261046308,-0.056934096287407206,0.01624803321640548,0.0,0.10160538283186964,0.0,0.0,0.03223123527335792,0.03224032358934391,0.032297357217564285,-0.04854217394917217,-0.0,0.0,0.0,0.1145809154596808,0.0,0.0,0.0,0.0,0.0,-0.0
8,-0.0052538160607603634,-0.04676169952936045,0.006469064188816332,0.0,0.09040602087657966,0.0,0.0,0.028477288178528196,0.028482241055242077,0.028528498855956517,-0.041733037382982466,-0.0,0.0,0.0,0.09937472788909231,0.0,0.0,0.0,0.0,0.0,-0.0
9,-0.0019753610982041645,-0.03670738494060478,0.0,0.0,0.07933127300911433,0.0,0.0,0.02471736881595895,0.024718753914629042,0.024754846107950285,-0.034499801136028664,-0.0,0.0,0.0,0.0843765596356616,0.0,0.0,0.0,0.0,0.0,-0.0
10,-0.0,-0.02595272376498659,0.0,0.0,0.06795620166289763,0.0,0.0,0.020856610603827506,0.020854333992713258,0.020879498414034425,-0.02543522369971366,-0.0,0.0,0.0,0.06903370390887698,0.0,0.0,0.0,0.0,0.0,-0.0
11,-0.0,-0.015056877653699978,0.0,0.0,0.056720217270731774,0.0,0.0,0.016934638711596697,0.016931918302849895,0.016950054882446275,-0.015963425948257434,-0.0,0.0,0.0,0.05405242167616108,0.0,0.0,0.0,0.0,0.0,-0.0
12,-0.0,-0.004408151922048835,0.0,0.0,0.045758130985187155,0.0,0.0,0.013008228967949044,0.013006270155723388,0.013019691543893538,-0.006642603594918056,-0.0,0.0,0.0,0.03954275620849839,0.0,0.0,0.0,0.0,0.0,-0.0
13,-0.0,-0.0,0.0,0.0,0.03436476857800996,0.0,0.0,0.008799104944427268,0.008798417702153564,0.008807818023631737,-0.0,-0.0,0.0,0.0,0.024539685408952062,0.0,0.0,0.0,0.0,0.0,-0.0
14,-0.0,-0.0,0.0,0.0,0.02227134122435418,0.0,0.0,0.004266953825572072,0.004267299490987453,0.004272393214707955,-0.0,-0.0,0.0,0.0,0.008596225494617702,0.0,0.0,0.0,0.0,0.0,-0.0
15,-0.0,-0.0,0.0,0.0,0.00916873346094315,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
16,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
17,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
18,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
19,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
20,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
21,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
22,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
23,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
